n_ensayo,suma,n,value,peso
3841,43,10,0.0338,1.4533999999999998
8398,43,10,0.0338,1.4533999999999998
8623,43,10,0.0338,1.4533999999999998
8899,43,10,0.0338,1.4533999999999998
8,21,6,0.0687,1.4426999999999999
70,21,6,0.0687,1.4426999999999999
213,21,6,0.0687,1.4426999999999999
219,21,6,0.0687,1.4426999999999999
305,21,6,0.0687,1.4426999999999999
349,21,6,0.0687,1.4426999999999999
473,21,6,0.0687,1.4426999999999999
608,21,6,0.0687,1.4426999999999999
939,21,6,0.0687,1.4426999999999999
1078,21,6,0.0687,1.4426999999999999
1108,21,6,0.0687,1.4426999999999999
1298,21,6,0.0687,1.4426999999999999
1322,21,6,0.0687,1.4426999999999999
1503,21,6,0.0687,1.4426999999999999
1559,21,6,0.0687,1.4426999999999999
1568,21,6,0.0687,1.4426999999999999
1687,21,6,0.0687,1.4426999999999999
1696,21,6,0.0687,1.4426999999999999
1759,21,6,0.0687,1.4426999999999999
1764,21,6,0.0687,1.4426999999999999
2037,21,6,0.0687,1.4426999999999999
2081,21,6,0.0687,1.4426999999999999
2120,21,6,0.0687,1.4426999999999999
2146,21,6,0.0687,1.4426999999999999
2451,21,6,0.0687,1.4426999999999999
2863,21,6,0.0687,1.4426999999999999
2881,21,6,0.0687,1.4426999999999999
2919,21,6,0.0687,1.4426999999999999
3009,21,6,0.0687,1.4426999999999999
3119,21,6,0.0687,1.4426999999999999
3241,21,6,0.0687,1.4426999999999999
3246,21,6,0.0687,1.4426999999999999
3436,21,6,0.0687,1.4426999999999999
3815,21,6,0.0687,1.4426999999999999
3939,21,6,0.0687,1.4426999999999999
4190,21,6,0.0687,1.4426999999999999
4204,21,6,0.0687,1.4426999999999999
4586,21,6,0.0687,1.4426999999999999
4598,21,6,0.0687,1.4426999999999999
4641,21,6,0.0687,1.4426999999999999
4667,21,6,0.0687,1.4426999999999999
4750,21,6,0.0687,1.4426999999999999
5087,21,6,0.0687,1.4426999999999999
5155,21,6,0.0687,1.4426999999999999
5399,21,6,0.0687,1.4426999999999999
5501,21,6,0.0687,1.4426999999999999
5668,21,6,0.0687,1.4426999999999999
6365,21,6,0.0687,1.4426999999999999
6415,21,6,0.0687,1.4426999999999999
6427,21,6,0.0687,1.4426999999999999
6501,21,6,0.0687,1.4426999999999999
6537,21,6,0.0687,1.4426999999999999
6549,21,6,0.0687,1.4426999999999999
6589,21,6,0.0687,1.4426999999999999
6667,21,6,0.0687,1.4426999999999999
6674,21,6,0.0687,1.4426999999999999
6794,21,6,0.0687,1.4426999999999999
6917,21,6,0.0687,1.4426999999999999
7192,21,6,0.0687,1.4426999999999999
7198,21,6,0.0687,1.4426999999999999
7659,21,6,0.0687,1.4426999999999999
7681,21,6,0.0687,1.4426999999999999
7702,21,6,0.0687,1.4426999999999999
7707,21,6,0.0687,1.4426999999999999
7810,21,6,0.0687,1.4426999999999999
7912,21,6,0.0687,1.4426999999999999
7920,21,6,0.0687,1.4426999999999999
7971,21,6,0.0687,1.4426999999999999
8402,21,6,0.0687,1.4426999999999999
8480,21,6,0.0687,1.4426999999999999
8499,21,6,0.0687,1.4426999999999999
8519,21,6,0.0687,1.4426999999999999
8682,21,6,0.0687,1.4426999999999999
8731,21,6,0.0687,1.4426999999999999
8745,21,6,0.0687,1.4426999999999999
9115,21,6,0.0687,1.4426999999999999
9130,21,6,0.0687,1.4426999999999999
9174,21,6,0.0687,1.4426999999999999
9711,21,6,0.0687,1.4426999999999999
9758,21,6,0.0687,1.4426999999999999
9901,21,6,0.0687,1.4426999999999999
1183,49,11,0.0292,1.4308
6976,49,11,0.0292,1.4308
7679,49,11,0.0292,1.4308
8572,49,11,0.0292,1.4308
9501,49,11,0.0292,1.4308
265,32,8,0.0447,1.4304
1168,32,8,0.0447,1.4304
2562,32,8,0.0447,1.4304
3011,32,8,0.0447,1.4304
3611,32,8,0.0447,1.4304
3765,32,8,0.0447,1.4304
3995,32,8,0.0447,1.4304
5060,32,8,0.0447,1.4304
5068,32,8,0.0447,1.4304
5222,32,8,0.0447,1.4304
5510,32,8,0.0447,1.4304
6485,32,8,0.0447,1.4304
6539,32,8,0.0447,1.4304
7575,32,8,0.0447,1.4304
8279,32,8,0.0447,1.4304
8686,32,8,0.0447,1.4304
931,38,9,0.0376,1.4288
3478,38,9,0.0376,1.4288
4023,38,9,0.0376,1.4288
4714,38,9,0.0376,1.4288
5740,38,9,0.0376,1.4288
5970,38,9,0.0376,1.4288
6750,38,9,0.0376,1.4288
7674,38,9,0.0376,1.4288
8247,38,9,0.0376,1.4288
9124,38,9,0.0376,1.4288
240,12,3,0.119,1.428
589,12,3,0.119,1.428
604,12,3,0.119,1.428
640,12,3,0.119,1.428
661,12,3,0.119,1.428
673,12,3,0.119,1.428
739,12,3,0.119,1.428
800,12,3,0.119,1.428
1033,12,3,0.119,1.428
1091,12,3,0.119,1.428
1251,12,3,0.119,1.428
1257,12,3,0.119,1.428
1768,12,3,0.119,1.428
1922,12,3,0.119,1.428
1979,12,3,0.119,1.428
2088,12,3,0.119,1.428
2171,12,3,0.119,1.428
2298,12,3,0.119,1.428
2326,12,3,0.119,1.428
2555,12,3,0.119,1.428
3120,12,3,0.119,1.428
3415,12,3,0.119,1.428
3622,12,3,0.119,1.428
3639,12,3,0.119,1.428
4260,12,3,0.119,1.428
4380,12,3,0.119,1.428
4877,12,3,0.119,1.428
5075,12,3,0.119,1.428
5270,12,3,0.119,1.428
5404,12,3,0.119,1.428
5793,12,3,0.119,1.428
5981,12,3,0.119,1.428
6060,12,3,0.119,1.428
6418,12,3,0.119,1.428
6486,12,3,0.119,1.428
6813,12,3,0.119,1.428
7161,12,3,0.119,1.428
7265,12,3,0.119,1.428
7461,12,3,0.119,1.428
7776,12,3,0.119,1.428
7800,12,3,0.119,1.428
7892,12,3,0.119,1.428
7946,12,3,0.119,1.428
7963,12,3,0.119,1.428
8155,12,3,0.119,1.428
8168,12,3,0.119,1.428
8280,12,3,0.119,1.428
8482,12,3,0.119,1.428
8684,12,3,0.119,1.428
8995,12,3,0.119,1.428
9040,12,3,0.119,1.428
9162,12,3,0.119,1.428
9516,12,3,0.119,1.428
9721,12,3,0.119,1.428
9962,12,3,0.119,1.428
419,42,10,0.0338,1.4196
1014,42,10,0.0338,1.4196
2341,42,10,0.0338,1.4196
2735,42,10,0.0338,1.4196
2739,42,10,0.0338,1.4196
3325,42,10,0.0338,1.4196
4496,42,10,0.0338,1.4196
4701,42,10,0.0338,1.4196
5917,42,10,0.0338,1.4196
5921,42,10,0.0338,1.4196
6223,42,10,0.0338,1.4196
8609,42,10,0.0338,1.4196
9991,42,10,0.0338,1.4196
92,26,7,0.054,1.404
194,26,7,0.054,1.404
270,26,7,0.054,1.404
329,26,7,0.054,1.404
374,26,7,0.054,1.404
773,26,7,0.054,1.404
1606,26,7,0.054,1.404
1674,26,7,0.054,1.404
1691,26,7,0.054,1.404
1952,26,7,0.054,1.404
1964,26,7,0.054,1.404
2055,26,7,0.054,1.404
2196,26,7,0.054,1.404
2232,26,7,0.054,1.404
2259,26,7,0.054,1.404
2407,26,7,0.054,1.404
2459,26,7,0.054,1.404
2501,26,7,0.054,1.404
3166,26,7,0.054,1.404
3188,26,7,0.054,1.404
3248,26,7,0.054,1.404
3254,26,7,0.054,1.404
3377,26,7,0.054,1.404
3570,26,7,0.054,1.404
3740,26,7,0.054,1.404
4368,26,7,0.054,1.404
4916,26,7,0.054,1.404
5176,26,7,0.054,1.404
5283,26,7,0.054,1.404
5354,26,7,0.054,1.404
5361,26,7,0.054,1.404
5547,26,7,0.054,1.404
5665,26,7,0.054,1.404
5913,26,7,0.054,1.404
6041,26,7,0.054,1.404
6063,26,7,0.054,1.404
6239,26,7,0.054,1.404
6308,26,7,0.054,1.404
6317,26,7,0.054,1.404
6593,26,7,0.054,1.404
6788,26,7,0.054,1.404
6998,26,7,0.054,1.404
7505,26,7,0.054,1.404
7563,26,7,0.054,1.404
7602,26,7,0.054,1.404
7657,26,7,0.054,1.404
7682,26,7,0.054,1.404
7704,26,7,0.054,1.404
7747,26,7,0.054,1.404
7770,26,7,0.054,1.404
7926,26,7,0.054,1.404
8132,26,7,0.054,1.404
8219,26,7,0.054,1.404
8470,26,7,0.054,1.404
8644,26,7,0.054,1.404
8676,26,7,0.054,1.404
8815,26,7,0.054,1.404
9204,26,7,0.054,1.404
9344,26,7,0.054,1.404
9637,26,7,0.054,1.404
9838,26,7,0.054,1.404
26,17,5,0.0825,1.4025
66,17,5,0.0825,1.4025
142,17,5,0.0825,1.4025
243,17,5,0.0825,1.4025
302,17,5,0.0825,1.4025
348,17,5,0.0825,1.4025
413,17,5,0.0825,1.4025
501,17,5,0.0825,1.4025
507,17,5,0.0825,1.4025
514,17,5,0.0825,1.4025
517,17,5,0.0825,1.4025
656,17,5,0.0825,1.4025
716,17,5,0.0825,1.4025
760,17,5,0.0825,1.4025
788,17,5,0.0825,1.4025
822,17,5,0.0825,1.4025
868,17,5,0.0825,1.4025
913,17,5,0.0825,1.4025
1054,17,5,0.0825,1.4025
1116,17,5,0.0825,1.4025
1118,17,5,0.0825,1.4025
1252,17,5,0.0825,1.4025
1271,17,5,0.0825,1.4025
1276,17,5,0.0825,1.4025
1337,17,5,0.0825,1.4025
1355,17,5,0.0825,1.4025
1402,17,5,0.0825,1.4025
1481,17,5,0.0825,1.4025
2048,17,5,0.0825,1.4025
2112,17,5,0.0825,1.4025
2137,17,5,0.0825,1.4025
2322,17,5,0.0825,1.4025
2385,17,5,0.0825,1.4025
2420,17,5,0.0825,1.4025
2438,17,5,0.0825,1.4025
2690,17,5,0.0825,1.4025
2997,17,5,0.0825,1.4025
3153,17,5,0.0825,1.4025
3158,17,5,0.0825,1.4025
3161,17,5,0.0825,1.4025
3171,17,5,0.0825,1.4025
3277,17,5,0.0825,1.4025
3412,17,5,0.0825,1.4025
3428,17,5,0.0825,1.4025
3530,17,5,0.0825,1.4025
3569,17,5,0.0825,1.4025
3613,17,5,0.0825,1.4025
3725,17,5,0.0825,1.4025
3908,17,5,0.0825,1.4025
3972,17,5,0.0825,1.4025
4048,17,5,0.0825,1.4025
4052,17,5,0.0825,1.4025
4256,17,5,0.0825,1.4025
4284,17,5,0.0825,1.4025
4348,17,5,0.0825,1.4025
4461,17,5,0.0825,1.4025
4564,17,5,0.0825,1.4025
4594,17,5,0.0825,1.4025
4858,17,5,0.0825,1.4025
4912,17,5,0.0825,1.4025
4930,17,5,0.0825,1.4025
5103,17,5,0.0825,1.4025
5132,17,5,0.0825,1.4025
5157,17,5,0.0825,1.4025
5278,17,5,0.0825,1.4025
5415,17,5,0.0825,1.4025
5487,17,5,0.0825,1.4025
5518,17,5,0.0825,1.4025
5626,17,5,0.0825,1.4025
5674,17,5,0.0825,1.4025
5757,17,5,0.0825,1.4025
5765,17,5,0.0825,1.4025
5807,17,5,0.0825,1.4025
5907,17,5,0.0825,1.4025
5949,17,5,0.0825,1.4025
6042,17,5,0.0825,1.4025
6161,17,5,0.0825,1.4025
6245,17,5,0.0825,1.4025
6321,17,5,0.0825,1.4025
6330,17,5,0.0825,1.4025
6642,17,5,0.0825,1.4025
6707,17,5,0.0825,1.4025
6722,17,5,0.0825,1.4025
7093,17,5,0.0825,1.4025
7126,17,5,0.0825,1.4025
8154,17,5,0.0825,1.4025
8169,17,5,0.0825,1.4025
8233,17,5,0.0825,1.4025
8458,17,5,0.0825,1.4025
8634,17,5,0.0825,1.4025
8730,17,5,0.0825,1.4025
8829,17,5,0.0825,1.4025
8852,17,5,0.0825,1.4025
8938,17,5,0.0825,1.4025
9023,17,5,0.0825,1.4025
9403,17,5,0.0825,1.4025
9500,17,5,0.0825,1.4025
9510,17,5,0.0825,1.4025
9536,17,5,0.0825,1.4025
9593,17,5,0.0825,1.4025
9666,17,5,0.0825,1.4025
9903,17,5,0.0825,1.4025
9910,17,5,0.0825,1.4025
9917,17,5,0.0825,1.4025
9954,17,5,0.0825,1.4025
9963,17,5,0.0825,1.4025
9985,17,5,0.0825,1.4025
9997,17,5,0.0825,1.4025
446,48,11,0.0292,1.4016
1159,48,11,0.0292,1.4016
9401,48,11,0.0292,1.4016
2,15,4,0.0934,1.401
271,15,4,0.0934,1.401
322,15,4,0.0934,1.401
621,15,4,0.0934,1.401
952,15,4,0.0934,1.401
972,15,4,0.0934,1.401
976,15,4,0.0934,1.401
1157,15,4,0.0934,1.401
1268,15,4,0.0934,1.401
1406,15,4,0.0934,1.401
1409,15,4,0.0934,1.401
1629,15,4,0.0934,1.401
1683,15,4,0.0934,1.401
1726,15,4,0.0934,1.401
1780,15,4,0.0934,1.401
1835,15,4,0.0934,1.401
1977,15,4,0.0934,1.401
2094,15,4,0.0934,1.401
2213,15,4,0.0934,1.401
2386,15,4,0.0934,1.401
2570,15,4,0.0934,1.401
2650,15,4,0.0934,1.401
2661,15,4,0.0934,1.401
3080,15,4,0.0934,1.401
3117,15,4,0.0934,1.401
3404,15,4,0.0934,1.401
3502,15,4,0.0934,1.401
3568,15,4,0.0934,1.401
3579,15,4,0.0934,1.401
3791,15,4,0.0934,1.401
3936,15,4,0.0934,1.401
4081,15,4,0.0934,1.401
4116,15,4,0.0934,1.401
4145,15,4,0.0934,1.401
4361,15,4,0.0934,1.401
4390,15,4,0.0934,1.401
4447,15,4,0.0934,1.401
4635,15,4,0.0934,1.401
4744,15,4,0.0934,1.401
4982,15,4,0.0934,1.401
5336,15,4,0.0934,1.401
5456,15,4,0.0934,1.401
5505,15,4,0.0934,1.401
5512,15,4,0.0934,1.401
5525,15,4,0.0934,1.401
5536,15,4,0.0934,1.401
5584,15,4,0.0934,1.401
5670,15,4,0.0934,1.401
5723,15,4,0.0934,1.401
5771,15,4,0.0934,1.401
6044,15,4,0.0934,1.401
6284,15,4,0.0934,1.401
6398,15,4,0.0934,1.401
6448,15,4,0.0934,1.401
6484,15,4,0.0934,1.401
6668,15,4,0.0934,1.401
6688,15,4,0.0934,1.401
6765,15,4,0.0934,1.401
6866,15,4,0.0934,1.401
7478,15,4,0.0934,1.401
7648,15,4,0.0934,1.401
7821,15,4,0.0934,1.401
7839,15,4,0.0934,1.401
7884,15,4,0.0934,1.401
7997,15,4,0.0934,1.401
8245,15,4,0.0934,1.401
8291,15,4,0.0934,1.401
8374,15,4,0.0934,1.401
8741,15,4,0.0934,1.401
9026,15,4,0.0934,1.401
9180,15,4,0.0934,1.401
9509,15,4,0.0934,1.401
9875,15,4,0.0934,1.401
9913,15,4,0.0934,1.401
1995,37,9,0.0376,1.3912
3756,37,9,0.0376,1.3912
5177,37,9,0.0376,1.3912
5689,37,9,0.0376,1.3912
6132,37,9,0.0376,1.3912
7111,37,9,0.0376,1.3912
7345,37,9,0.0376,1.3912
8166,37,9,0.0376,1.3912
9077,37,9,0.0376,1.3912
9163,37,9,0.0376,1.3912
9682,37,9,0.0376,1.3912
119,41,10,0.0338,1.3858
306,41,10,0.0338,1.3858
819,41,10,0.0338,1.3858
1929,41,10,0.0338,1.3858
1988,41,10,0.0338,1.3858
2011,41,10,0.0338,1.3858
2162,41,10,0.0338,1.3858
2830,41,10,0.0338,1.3858
3892,41,10,0.0338,1.3858
4273,41,10,0.0338,1.3858
4911,41,10,0.0338,1.3858
4998,41,10,0.0338,1.3858
5071,41,10,0.0338,1.3858
5295,41,10,0.0338,1.3858
5591,41,10,0.0338,1.3858
5971,41,10,0.0338,1.3858
5973,41,10,0.0338,1.3858
6791,41,10,0.0338,1.3858
7468,41,10,0.0338,1.3858
7519,41,10,0.0338,1.3858
8663,41,10,0.0338,1.3858
8694,41,10,0.0338,1.3858
9688,41,10,0.0338,1.3858
137,31,8,0.0447,1.3857
455,31,8,0.0447,1.3857
858,31,8,0.0447,1.3857
1112,31,8,0.0447,1.3857
1225,31,8,0.0447,1.3857
1766,31,8,0.0447,1.3857
1859,31,8,0.0447,1.3857
2150,31,8,0.0447,1.3857
3000,31,8,0.0447,1.3857
3163,31,8,0.0447,1.3857
3715,31,8,0.0447,1.3857
4587,31,8,0.0447,1.3857
4669,31,8,0.0447,1.3857
4850,31,8,0.0447,1.3857
5474,31,8,0.0447,1.3857
5531,31,8,0.0447,1.3857
6137,31,8,0.0447,1.3857
6895,31,8,0.0447,1.3857
7332,31,8,0.0447,1.3857
7521,31,8,0.0447,1.3857
8110,31,8,0.0447,1.3857
8305,31,8,0.0447,1.3857
8513,31,8,0.0447,1.3857
8761,31,8,0.0447,1.3857
8924,31,8,0.0447,1.3857
9125,31,8,0.0447,1.3857
9159,31,8,0.0447,1.3857
9614,31,8,0.0447,1.3857
9698,31,8,0.0447,1.3857
9767,31,8,0.0447,1.3857
263,20,6,0.0687,1.3739999999999999
290,20,6,0.0687,1.3739999999999999
309,20,6,0.0687,1.3739999999999999
319,20,6,0.0687,1.3739999999999999
425,20,6,0.0687,1.3739999999999999
521,20,6,0.0687,1.3739999999999999
791,20,6,0.0687,1.3739999999999999
801,20,6,0.0687,1.3739999999999999
835,20,6,0.0687,1.3739999999999999
878,20,6,0.0687,1.3739999999999999
1057,20,6,0.0687,1.3739999999999999
1125,20,6,0.0687,1.3739999999999999
1199,20,6,0.0687,1.3739999999999999
1270,20,6,0.0687,1.3739999999999999
1286,20,6,0.0687,1.3739999999999999
1366,20,6,0.0687,1.3739999999999999
1789,20,6,0.0687,1.3739999999999999
2046,20,6,0.0687,1.3739999999999999
2726,20,6,0.0687,1.3739999999999999
2786,20,6,0.0687,1.3739999999999999
2866,20,6,0.0687,1.3739999999999999
3062,20,6,0.0687,1.3739999999999999
3165,20,6,0.0687,1.3739999999999999
3177,20,6,0.0687,1.3739999999999999
3394,20,6,0.0687,1.3739999999999999
3409,20,6,0.0687,1.3739999999999999
3434,20,6,0.0687,1.3739999999999999
3576,20,6,0.0687,1.3739999999999999
3644,20,6,0.0687,1.3739999999999999
3670,20,6,0.0687,1.3739999999999999
3688,20,6,0.0687,1.3739999999999999
3689,20,6,0.0687,1.3739999999999999
4051,20,6,0.0687,1.3739999999999999
4144,20,6,0.0687,1.3739999999999999
4363,20,6,0.0687,1.3739999999999999
4528,20,6,0.0687,1.3739999999999999
4560,20,6,0.0687,1.3739999999999999
4566,20,6,0.0687,1.3739999999999999
4861,20,6,0.0687,1.3739999999999999
5258,20,6,0.0687,1.3739999999999999
5459,20,6,0.0687,1.3739999999999999
5503,20,6,0.0687,1.3739999999999999
5554,20,6,0.0687,1.3739999999999999
5760,20,6,0.0687,1.3739999999999999
5790,20,6,0.0687,1.3739999999999999
5912,20,6,0.0687,1.3739999999999999
6032,20,6,0.0687,1.3739999999999999
6070,20,6,0.0687,1.3739999999999999
6119,20,6,0.0687,1.3739999999999999
6226,20,6,0.0687,1.3739999999999999
6541,20,6,0.0687,1.3739999999999999
6734,20,6,0.0687,1.3739999999999999
7038,20,6,0.0687,1.3739999999999999
7441,20,6,0.0687,1.3739999999999999
7597,20,6,0.0687,1.3739999999999999
7705,20,6,0.0687,1.3739999999999999
7961,20,6,0.0687,1.3739999999999999
8226,20,6,0.0687,1.3739999999999999
8237,20,6,0.0687,1.3739999999999999
8249,20,6,0.0687,1.3739999999999999
8375,20,6,0.0687,1.3739999999999999
8407,20,6,0.0687,1.3739999999999999
8426,20,6,0.0687,1.3739999999999999
8440,20,6,0.0687,1.3739999999999999
8507,20,6,0.0687,1.3739999999999999
8512,20,6,0.0687,1.3739999999999999
8617,20,6,0.0687,1.3739999999999999
8625,20,6,0.0687,1.3739999999999999
8766,20,6,0.0687,1.3739999999999999
8844,20,6,0.0687,1.3739999999999999
9079,20,6,0.0687,1.3739999999999999
9081,20,6,0.0687,1.3739999999999999
9091,20,6,0.0687,1.3739999999999999
9097,20,6,0.0687,1.3739999999999999
9632,20,6,0.0687,1.3739999999999999
9634,20,6,0.0687,1.3739999999999999
9655,20,6,0.0687,1.3739999999999999
9672,20,6,0.0687,1.3739999999999999
9733,20,6,0.0687,1.3739999999999999
9793,20,6,0.0687,1.3739999999999999
9802,20,6,0.0687,1.3739999999999999
9828,20,6,0.0687,1.3739999999999999
9926,20,6,0.0687,1.3739999999999999
275,47,11,0.0292,1.3724
2113,47,11,0.0292,1.3724
2817,47,11,0.0292,1.3724
3066,47,11,0.0292,1.3724
3619,47,11,0.0292,1.3724
3857,47,11,0.0292,1.3724
3875,47,11,0.0292,1.3724
4851,47,11,0.0292,1.3724
5573,47,11,0.0292,1.3724
5864,47,11,0.0292,1.3724
5990,47,11,0.0292,1.3724
6261,47,11,0.0292,1.3724
6470,47,11,0.0292,1.3724
6696,47,11,0.0292,1.3724
7825,47,11,0.0292,1.3724
8939,47,11,0.0292,1.3724
9543,47,11,0.0292,1.3724
159,36,9,0.0376,1.3536000000000001
577,36,9,0.0376,1.3536000000000001
904,36,9,0.0376,1.3536000000000001
1198,36,9,0.0376,1.3536000000000001
1212,36,9,0.0376,1.3536000000000001
1507,36,9,0.0376,1.3536000000000001
2200,36,9,0.0376,1.3536000000000001
3286,36,9,0.0376,1.3536000000000001
3703,36,9,0.0376,1.3536000000000001
3823,36,9,0.0376,1.3536000000000001
4268,36,9,0.0376,1.3536000000000001
4342,36,9,0.0376,1.3536000000000001
4563,36,9,0.0376,1.3536000000000001
5350,36,9,0.0376,1.3536000000000001
5803,36,9,0.0376,1.3536000000000001
5887,36,9,0.0376,1.3536000000000001
5983,36,9,0.0376,1.3536000000000001
6700,36,9,0.0376,1.3536000000000001
6879,36,9,0.0376,1.3536000000000001
7003,36,9,0.0376,1.3536000000000001
7049,36,9,0.0376,1.3536000000000001
7399,36,9,0.0376,1.3536000000000001
7534,36,9,0.0376,1.3536000000000001
7645,36,9,0.0376,1.3536000000000001
7650,36,9,0.0376,1.3536000000000001
7722,36,9,0.0376,1.3536000000000001
8083,36,9,0.0376,1.3536000000000001
8255,36,9,0.0376,1.3536000000000001
8400,36,9,0.0376,1.3536000000000001
9552,36,9,0.0376,1.3536000000000001
9610,36,9,0.0376,1.3536000000000001
429,40,10,0.0338,1.3519999999999999
1044,40,10,0.0338,1.3519999999999999
1381,40,10,0.0338,1.3519999999999999
1638,40,10,0.0338,1.3519999999999999
1702,40,10,0.0338,1.3519999999999999
1867,40,10,0.0338,1.3519999999999999
2193,40,10,0.0338,1.3519999999999999
2254,40,10,0.0338,1.3519999999999999
3314,40,10,0.0338,1.3519999999999999
4029,40,10,0.0338,1.3519999999999999
4718,40,10,0.0338,1.3519999999999999
5452,40,10,0.0338,1.3519999999999999
5472,40,10,0.0338,1.3519999999999999
6862,40,10,0.0338,1.3519999999999999
7880,40,10,0.0338,1.3519999999999999
8135,40,10,0.0338,1.3519999999999999
74,25,7,0.054,1.35
365,25,7,0.054,1.35
410,25,7,0.054,1.35
642,25,7,0.054,1.35
670,25,7,0.054,1.35
776,25,7,0.054,1.35
846,25,7,0.054,1.35
963,25,7,0.054,1.35
1530,25,7,0.054,1.35
1975,25,7,0.054,1.35
1994,25,7,0.054,1.35
2038,25,7,0.054,1.35
2485,25,7,0.054,1.35
2548,25,7,0.054,1.35
2710,25,7,0.054,1.35
2768,25,7,0.054,1.35
2902,25,7,0.054,1.35
3079,25,7,0.054,1.35
3237,25,7,0.054,1.35
3296,25,7,0.054,1.35
3383,25,7,0.054,1.35
3766,25,7,0.054,1.35
3899,25,7,0.054,1.35
3952,25,7,0.054,1.35
4031,25,7,0.054,1.35
4168,25,7,0.054,1.35
4455,25,7,0.054,1.35
4574,25,7,0.054,1.35
4600,25,7,0.054,1.35
4654,25,7,0.054,1.35
5041,25,7,0.054,1.35
5069,25,7,0.054,1.35
5141,25,7,0.054,1.35
5365,25,7,0.054,1.35
5506,25,7,0.054,1.35
5589,25,7,0.054,1.35
5644,25,7,0.054,1.35
5652,25,7,0.054,1.35
5742,25,7,0.054,1.35
6038,25,7,0.054,1.35
6203,25,7,0.054,1.35
6725,25,7,0.054,1.35
6920,25,7,0.054,1.35
6969,25,7,0.054,1.35
7029,25,7,0.054,1.35
7101,25,7,0.054,1.35
7140,25,7,0.054,1.35
7408,25,7,0.054,1.35
7621,25,7,0.054,1.35
8141,25,7,0.054,1.35
8208,25,7,0.054,1.35
8244,25,7,0.054,1.35
8342,25,7,0.054,1.35
8635,25,7,0.054,1.35
8822,25,7,0.054,1.35
9082,25,7,0.054,1.35
9333,25,7,0.054,1.35
9658,25,7,0.054,1.35
9714,25,7,0.054,1.35
9788,25,7,0.054,1.35
1903,46,11,0.0292,1.3432
4518,46,11,0.0292,1.3432
5056,46,11,0.0292,1.3432
5073,46,11,0.0292,1.3432
8863,46,11,0.0292,1.3432
700,30,8,0.0447,1.341
758,30,8,0.0447,1.341
763,30,8,0.0447,1.341
784,30,8,0.0447,1.341
1197,30,8,0.0447,1.341
1487,30,8,0.0447,1.341
1614,30,8,0.0447,1.341
2594,30,8,0.0447,1.341
2812,30,8,0.0447,1.341
3134,30,8,0.0447,1.341
3744,30,8,0.0447,1.341
3761,30,8,0.0447,1.341
4485,30,8,0.0447,1.341
4608,30,8,0.0447,1.341
4628,30,8,0.0447,1.341
5003,30,8,0.0447,1.341
5009,30,8,0.0447,1.341
6536,30,8,0.0447,1.341
6902,30,8,0.0447,1.341
7330,30,8,0.0447,1.341
7604,30,8,0.0447,1.341
7824,30,8,0.0447,1.341
8063,30,8,0.0447,1.341
8621,30,8,0.0447,1.341
8875,30,8,0.0447,1.341
8914,30,8,0.0447,1.341
8930,30,8,0.0447,1.341
9012,30,8,0.0447,1.341
9621,30,8,0.0447,1.341
7227,59,12,0.0225,1.3275
82,16,5,0.0825,1.32
242,16,5,0.0825,1.32
256,16,5,0.0825,1.32
527,16,5,0.0825,1.32
571,16,5,0.0825,1.32
594,16,5,0.0825,1.32
674,16,5,0.0825,1.32
783,16,5,0.0825,1.32
954,16,5,0.0825,1.32
1131,16,5,0.0825,1.32
1176,16,5,0.0825,1.32
1204,16,5,0.0825,1.32
1285,16,5,0.0825,1.32
1401,16,5,0.0825,1.32
1423,16,5,0.0825,1.32
1499,16,5,0.0825,1.32
1618,16,5,0.0825,1.32
1648,16,5,0.0825,1.32
1719,16,5,0.0825,1.32
1761,16,5,0.0825,1.32
1897,16,5,0.0825,1.32
1944,16,5,0.0825,1.32
2062,16,5,0.0825,1.32
2104,16,5,0.0825,1.32
2288,16,5,0.0825,1.32
2291,16,5,0.0825,1.32
2294,16,5,0.0825,1.32
2466,16,5,0.0825,1.32
2547,16,5,0.0825,1.32
2675,16,5,0.0825,1.32
2749,16,5,0.0825,1.32
2845,16,5,0.0825,1.32
2965,16,5,0.0825,1.32
3013,16,5,0.0825,1.32
3184,16,5,0.0825,1.32
3373,16,5,0.0825,1.32
3403,16,5,0.0825,1.32
3430,16,5,0.0825,1.32
3566,16,5,0.0825,1.32
3637,16,5,0.0825,1.32
3724,16,5,0.0825,1.32
3819,16,5,0.0825,1.32
3919,16,5,0.0825,1.32
3970,16,5,0.0825,1.32
4033,16,5,0.0825,1.32
4067,16,5,0.0825,1.32
4266,16,5,0.0825,1.32
4294,16,5,0.0825,1.32
4440,16,5,0.0825,1.32
4517,16,5,0.0825,1.32
4580,16,5,0.0825,1.32
4682,16,5,0.0825,1.32
4801,16,5,0.0825,1.32
5135,16,5,0.0825,1.32
5301,16,5,0.0825,1.32
5305,16,5,0.0825,1.32
5422,16,5,0.0825,1.32
5435,16,5,0.0825,1.32
5445,16,5,0.0825,1.32
5509,16,5,0.0825,1.32
5619,16,5,0.0825,1.32
5660,16,5,0.0825,1.32
5768,16,5,0.0825,1.32
5941,16,5,0.0825,1.32
5955,16,5,0.0825,1.32
5994,16,5,0.0825,1.32
6057,16,5,0.0825,1.32
6088,16,5,0.0825,1.32
6108,16,5,0.0825,1.32
6174,16,5,0.0825,1.32
6344,16,5,0.0825,1.32
6363,16,5,0.0825,1.32
